attackLabel,throughputOut,throughputIn,packetsPerSecSent,packetsPerSecRecv,latency,packetLoss,jitter,bytesPerPacketOut,bytesPerPacketIn,bandwidthUtilOut,bandwidthUtilIn,outRstsRate,inSegsRate,outSegsRate,icmpInRate,routingTableSize,topAttackerRepeat,uniqueDestinationPorts,timeWaitConnections
transit,0.0295,121.837,26,18899,0.046,0,0.02,143.08,811.65,0.0,12.18,0.0,0.0,0.0,0.0,6,4,4,4
transit,19.6655,9.7455,20918,21012,0.031,0,0.006,117.9,58.17,1.97,0.97,0.0,0.28,0.45,0.84,6,4,4,4
transit,410.3999,4.662,35617,1000,0.033,0,0.013,1441.28,583.13,41.04,0.47,0.0,0.29,0.46,0.64,6,4,4,4
transit,4110.025,4096.2845,55276,7918,0.043,0,0.008,9317.87,64831.1,100.0,100.0,0.0,0.29,0.46,0.58,6,4,4,4
transit,85.7881,8.4013,19573,19559,0.023,0,0.006,552.72,54.17,8.58,0.84,0.0,0.29,0.46,0.81,6,4,4,4
transit,241.7117,251.3512,40405,40419,0.033,0,0.003,750.17,779.81,24.17,25.14,0.0,0.22,0.35,4.98,7,3,3,3
transit,0.0393,68.9919,38,16033,0.045,0,0.032,129.29,538.46,0.0,6.9,0.0,0.29,0.46,0.7,6,4,4,4
transit,0.0103,294.3209,11,48047,0.028,0,0.003,117.45,766.45,0.0,29.43,0.0,0.29,0.46,0.7,6,4,4,4
transit,0.0216,32.7913,19,27872,0.03,0,0.013,143.11,147.93,0.0,3.28,0.0,0.28,0.45,0.85,6,4,4,4
transit,328.3803,310.2841,52655,52931,0.032,0,0.012,787.18,739.92,32.84,31.03,0.0,0.21,0.34,5.28,7,3,3,3
transit,278.9516,289.7616,46815,46538,0.03,0,0.01,752.03,785.83,27.9,28.98,0.0,0.2,0.37,4.36,7,3,3,3
transit,4331.4431,4316.4383,58226,8351,0.025,0,0.003,9316.45,64732.4,100.0,100.0,0.0,0.28,0.44,0.83,6,4,4,4
transit,9.1438,93.7086,21317,21324,0.025,0,0.004,54.04,553.67,0.91,9.37,0.0,0.2,0.37,4.39,7,3,3,3
transit,4.7503,366.2886,1031,31841,0.04,0,0.007,576.81,1440.17,0.48,36.63,0.0,0.21,0.34,5.22,7,3,3,3
transit,0.0459,19.7879,40,23898,0.033,0,0.005,144.15,103.91,0.0,1.98,0.0,0.29,0.46,0.87,6,4,4,4
transit,12.3319,24.7619,26611,26290,0.042,0,0.008,58.04,117.97,1.23,2.48,0.0,0.22,0.35,5.18,7,3,3,3
transit,32.521,32.5126,25163,25173,0.038,0,0.008,161.98,161.87,3.25,3.25,0.0,0.21,0.34,4.89,7,3,3,3
transit,313.9344,302.1657,50311,50734,0.035,0,0.014,782.25,746.65,31.39,30.22,0.0,0.29,0.46,0.87,6,4,4,4
transit,0.0363,30.5965,30,37092,0.025,0,0.002,152.67,103.95,0.0,3.06,0.0,0.29,0.46,0.81,6,4,4,4
transit,395.2411,373.3295,63347,63336,0.021,0,0.002,786.77,743.29,39.52,37.33,0.0,0.2,0.37,4.15,7,3,3,3
transit,298.4145,310.1366,49378,49388,0.045,0,0.005,756.24,785.79,29.84,31.01,0.0,0.22,0.36,5.29,7,3,3,3
transit,35.8213,32.7279,27881,27874,0.028,0,0.008,161.93,147.98,3.58,3.27,0.0,0.22,0.36,5.34,7,3,3,3
transit,4415.5857,4400.3053,59251,8484,0.025,0,0.006,9318.23,64851.9,100.0,100.0,0.0,0.29,0.46,0.87,6,4,4,4
transit,16.2262,32.9591,35213,35227,0.024,0,0.002,58.09,117.95,1.62,3.3,0.0,0.21,0.33,4.76,7,3,3,3
transit,12.2957,24.9948,26527,26533,0.036,0,0.008,58.04,117.96,1.23,2.5,0.0,0.22,0.36,5.25,7,3,3,3
transit,9.2512,18.5587,19905,19685,0.04,0,0.006,58.13,117.91,0.93,1.86,0.0,0.22,0.36,5.1,7,3,3,3
transit,41.4232,41.4312,32261,32254,0.027,0,0.007,161.92,161.99,4.14,4.14,0.0,0.26,0.41,0.61,6,4,4,4
transit,24.9024,9.3033,26453,26447,0.029,0,0.01,117.96,44.08,2.49,0.93,0.0,0.21,0.34,4.92,7,3,3,3
transit,0.0199,435.1791,19,71195,0.031,0,0.006,132.05,770.03,0.0,43.52,0.0,0.26,0.41,0.78,6,4,4,4
transit,79.0301,5.7633,17920,17901,0.021,0,0.002,552.0,40.3,7.9,0.58,0.0,0.22,0.36,5.02,7,3,3,3
transit,43.7418,43.7487,33902,33889,0.032,0,0.01,161.91,161.99,4.37,4.37,0.0,0.29,0.46,0.87,6,4,4,4
transit,5387.6927,5369.7018,72679,10431,0.021,0,0.005,9310.43,64654.73,100.0,100.0,0.0,0.2,0.33,4.4,7,3,3,3
transit,8.4529,4.1615,24488,24478,0.022,0,0.001,117.94,58.09,0.85,0.42,0.0,0.29,0.46,0.76,6,4,4,4
transit,0.0473,65.7424,39,15324,0.056,0,0.046,152.15,538.24,0.0,6.57,0.0,0.28,0.44,0.83,6,4,4,4
transit,4.8069,366.1244,1047,31841,0.033,0,0.009,574.96,1439.99,0.48,36.61,0.0,0.22,0.35,4.93,7,3,3,3
transit,0.0308,38.9721,25,46999,0.039,0,0.014,154.6,103.97,0.0,3.9,0.0,0.29,0.46,0.87,6,4,4,4
transit,0.0509,34.1779,42,28955,0.028,0,0.003,151.67,147.84,0.01,3.42,0.0,0.28,0.44,0.66,6,4,4,4
transit,0.0183,78.5635,15,18385,0.031,0,0.006,153.8,539.46,0.0,7.86,0.0,0.28,0.45,0.84,6,4,4,4
transit,496.4302,4.8458,43424,1057,0.022,0,0.003,1440.78,577.77,49.64,0.48,0.0,0.26,0.41,0.67,6,4,4,4
transit,301.8977,290.6111,48110,48357,0.03,0,0.005,785.67,752.44,30.19,29.06,0.0,0.27,0.44,0.82,6,4,4,4
transit,0.0461,22.6983,39,27374,0.033,0,0.006,148.05,103.93,0.0,2.27,0.0,0.27,0.44,0.6,6,4,4,4
transit,93.6195,9.1392,21311,21303,0.024,0,0.01,553.58,54.06,9.36,0.91,0.0,0.26,0.41,0.72,6,4,4,4
transit,413.0022,4.5273,35901,1019,0.027,0,0.007,1439.65,556.0,41.3,0.45,0.0,0.22,0.35,5.29,7,3,3,3
transit,380.0312,4.6772,33027,1011,0.046,0,0.019,1440.56,579.18,38.0,0.47,0.0,0.29,0.46,0.64,6,4,4,4
transit,0.0234,14.0553,21,16950,0.037,0,0.007,139.67,103.94,0.0,1.41,0.0,0.27,0.43,0.81,6,4,4,4
transit,34.6985,34.6918,26946,26957,0.033,0,0.005,161.99,161.89,3.47,3.47,0.0,0.22,0.36,4.92,7,3,3,3
transit,381.3123,4.6618,33157,1003,0.051,0,0.047,1441.06,582.41,38.13,0.47,0.0,0.29,0.46,0.81,6,4,4,4
transit,13.5955,27.6087,29274,29288,0.037,0,0.013,58.11,117.95,1.36,2.76,0.0,0.22,0.36,5.07,7,3,3,3
transit,0.0402,31.2244,33,37853,0.029,0,0.005,153.52,103.96,0.0,3.12,0.0,0.29,0.46,0.76,6,4,4,4
transit,0.0348,312.5621,32,50479,0.043,0,0.015,136.16,775.95,0.0,31.26,0.0,0.28,0.44,0.83,6,4,4,4
transit,385.2823,400.3382,64256,64186,0.028,0,0.005,756.04,786.44,38.53,40.03,0.0,0.22,0.36,4.66,7,3,3,3
transit,4179.1304,4179.6476,56085,56100,0.029,0,0.004,9317.25,9315.92,100.0,100.0,0.0,0.22,0.35,5.09,7,3,3,3
transit,0.0295,322.2371,26,52588,0.032,0,0.012,142.38,768.02,0.0,32.22,0.0,0.27,0.43,0.7,6,4,4,4
transit,0.0202,393.3348,18,34542,0.027,0,0.003,140.89,1427.06,0.0,39.33,0.0,0.29,0.46,0.81,6,4,4,4
transit,5136.7526,5119.5797,69492,9956,0.027,0,0.007,9317.69,64819.21,100.0,100.0,0.0,0.26,0.42,0.78,6,4,4,4
transit,4420.6344,4420.6455,59374,59360,0.022,0,0.002,9313.23,9315.45,100.0,100.0,0.0,0.28,0.45,0.85,6,4,4,4
transit,29.2268,14.4966,31250,31472,0.026,0,0.003,117.95,58.09,2.92,1.45,0.0,0.26,0.41,0.77,6,4,4,4
transit,91.7478,8.9732,20898,20889,0.023,0,0.005,553.16,54.12,9.17,0.9,0.0,0.29,0.46,0.87,6,4,4,4
transit,0.0615,37.3786,52,31758,0.036,0,0.016,148.48,147.82,0.01,3.74,0.0,0.29,0.46,0.64,6,4,4,4
transit,4095.4586,4095.464,55069,55061,0.033,0,0.008,9316.16,9317.53,100.0,100.0,0.0,0.28,0.44,0.83,6,4,4,4
transit,0.0313,34.1341,26,29039,0.055,0,0.035,151.62,147.9,0.0,3.41,0.0,0.28,0.45,0.84,6,4,4,4
transit,0.0274,46.4322,24,39542,0.033,0,0.009,143.88,147.94,0.0,4.64,0.0,0.29,0.46,0.87,6,4,4,4
transit,24.2882,12.0835,25815,26056,0.031,0,0.007,117.93,58.13,2.43,1.21,0.0,0.28,0.45,0.79,6,4,4,4
transit,48.472,44.2899,37632,37618,0.03,0,0.016,161.9,147.99,4.85,4.43,0.0,0.22,0.36,4.65,7,3,3,3
transit,0.032,22.3201,27,26926,0.035,0,0.007,148.41,103.94,0.0,2.23,0.0,0.29,0.46,0.87,6,4,4,4
transit,35.2354,32.2029,27238,27222,0.029,0,0.004,161.82,147.98,3.52,3.22,0.0,0.22,0.36,5.11,7,3,3,3
transit,49.6621,4.8591,11328,11321,0.053,0,0.023,553.0,54.14,4.97,0.49,0.0,0.29,0.46,0.69,6,4,4,4
transit,11.6013,23.4818,25029,24920,0.047,0,0.022,58.04,117.98,1.16,2.35,0.0,0.22,0.35,4.92,7,3,3,3
transit,370.4941,4.809,32241,1040,0.039,0,0.02,1440.69,579.72,37.05,0.48,0.0,0.29,0.46,0.87,6,4,4,4
transit,0.0397,31.5855,32,38291,0.032,0,0.005,156.31,103.96,0.0,3.16,0.0,0.26,0.41,0.77,6,4,4,4
transit,16.6063,33.7276,36048,36038,0.028,0,0.008,58.07,117.96,1.66,3.37,0.0,0.22,0.36,5.11,7,3,3,3
transit,363.1589,377.1676,60811,60411,0.023,0,0.003,753.3,787.53,36.32,37.72,0.0,0.2,0.37,4.15,7,3,3,3
transit,47.1644,47.1672,36699,36688,0.033,0,0.01,161.93,161.98,4.72,4.72,0.0,0.27,0.44,0.71,6,4,4,4
transit,0.0239,45.6255,23,38875,0.025,0,0.003,131.04,147.93,0.0,4.56,0.0,0.26,0.41,0.61,6,4,4,4
transit,0.0335,52.489,31,12290,0.056,0,0.048,136.19,538.35,0.0,5.25,0.0,0.29,0.46,0.87,6,4,4,4
transit,33.01,33.0105,25551,25545,0.023,0,0.002,161.95,161.99,3.3,3.3,0.0,0.28,0.44,0.66,6,4,4,4
transit,0.0354,23.3216,32,28069,0.032,0,0.005,138.47,103.95,0.0,2.33,0.0,0.27,0.44,0.82,6,4,4,4
transit,4036.295,4023.3189,54651,7828,0.024,0,0.002,9318.17,64845.45,100.0,100.0,0.0,0.29,0.46,0.87,6,4,4,4
transit,24.1307,11.9932,25758,26008,0.047,0,0.032,117.96,58.07,2.41,1.2,0.0,0.28,0.45,0.84,6,4,4,4
transit,0.0203,38.7048,20,32714,0.034,0,0.009,126.7,147.94,0.0,3.87,0.0,0.28,0.45,0.79,6,4,4,4
transit,495.1705,4.8115,43346,1055,0.03,0,0.012,1440.62,575.14,49.52,0.48,0.0,0.26,0.42,0.79,6,4,4,4
transit,52.9053,5.1835,11973,11962,0.025,0,0.004,552.53,54.19,5.29,0.52,0.0,0.29,0.46,0.7,6,4,4,4
transit,0.047,77.0701,37,17907,0.043,0,0.032,158.84,538.6,0.0,7.71,0.0,0.29,0.46,0.64,6,4,4,4
transit,5348.9355,5348.94,72241,72233,0.022,0,0.008,9317.15,9318.19,100.0,100.0,0.0,0.26,0.41,0.77,6,4,4,4
transit,378.3841,4.7681,32920,1052,0.03,0,0.007,1440.88,568.17,37.84,0.48,0.0,0.21,0.34,5.22,7,3,3,3
transit,5154.9693,5137.739,69755,9989,0.032,0,0.006,9318.09,64852.41,100.0,100.0,0.0,0.29,0.46,0.76,6,4,4,4
transit,381.3586,4.7915,33156,1032,0.033,0,0.01,1440.89,581.64,38.14,0.48,0.0,0.28,0.44,0.77,6,4,4,4
transit,4521.453,4506.356,60771,8725,0.033,0,0.009,9309.61,64626.38,100.0,100.0,0.0,0.22,0.35,5.09,7,3,3,3
transit,295.7571,307.3629,49476,49204,0.035,0,0.015,748.49,782.16,29.58,30.74,0.0,0.22,0.35,5.03,7,3,3,3
transit,379.1702,364.7658,61052,61134,0.027,0,0.006,782.67,751.93,37.92,36.48,0.0,0.29,0.46,0.87,6,4,4,4
transit,0.0228,317.7071,21,52283,0.043,0,0.017,136.24,762.32,0.0,31.77,0.0,0.27,0.44,0.71,6,4,4,4
transit,45.1826,45.1819,34990,34993,0.03,0,0.007,161.99,161.97,4.52,4.52,0.0,0.21,0.34,5.06,7,3,3,3
transit,0.0185,312.0242,19,50909,0.036,0,0.011,122.84,773.66,0.0,31.2,0.0,0.26,0.42,0.79,6,4,4,4
transit,34.8829,34.893,26979,26967,0.029,0,0.008,161.87,161.99,3.49,3.49,0.0,0.29,0.46,0.87,6,4,4,4
transit,106.3579,48.6892,112774,112763,0.027,0,0.004,117.99,54.02,10.64,4.87,0.0,0.28,0.45,0.85,6,4,4,4
router_dos,0.0209,77.4435,18,65539,0.029,0,0.006,145.56,147.97,0.0,7.74,0.0,0.29,0.46,59904.07,6,4,4,4
router_dos,0.0153,0.0177,24,20,0.035,0,0.012,79.54,110.65,0.0,0.0,0.0,0.29,0.46,59904.07,6,4,4,4
router_dos,0.0386,80.1239,33,67752,0.043,0,0.013,146.24,147.95,0.0,8.01,0.0,0.28,0.44,62616.49,6,4,4,4
router_dos,0.0267,0.035,40,28,0.043,0,0.009,83.55,156.5,0.0,0.0,0.0,0.28,0.44,62616.49,6,4,4,4
router_dos,0.031,94.1806,26,79688,0.04,0,0.01,149.15,147.96,0.0,9.42,0.0,0.27,0.44,7579.06,6,4,4,4
router_dos,0.0145,0.0192,22,16,0.03,0,0.003,82.73,150.31,0.0,0.0,0.0,0.27,0.44,7579.06,6,4,4,4
router_dos,0.0315,79.2876,27,67120,0.045,0,0.003,145.96,147.96,0.0,7.93,0.0,0.28,0.44,57912.25,6,4,4,4
router_dos,0.0289,0.0389,44,34,0.043,0,0.023,82.14,143.12,0.0,0.0,0.0,0.28,0.44,57912.25,6,4,4,4
router_dos,0.0283,79.7131,24,67414,0.034,0,0.01,147.42,147.96,0.0,7.97,0.0,0.29,0.46,60833.31,6,4,4,4
router_dos,0.0283,0.0363,42,30,0.035,0,0.01,84.24,151.63,0.0,0.0,0.0,0.29,0.46,60833.31,6,4,4,4
router_dos,0.0359,78.6564,30,66544,0.041,0,0.018,149.77,147.95,0.0,7.87,0.0,0.27,0.44,57618.11,6,4,4,4
router_dos,0.0422,0.0532,64,44,0.036,0,0.011,82.67,151.57,0.0,0.01,0.0,0.27,0.44,57618.11,6,4,4,4
router_dos,0.0347,78.859,30,66673,0.03,0,0.004,144.57,147.95,0.0,7.89,0.0,0.29,0.46,18133.64,6,4,4,4
router_dos,0.0117,0.0132,16,12,0.031,0,0.005,91.25,137.42,0.0,0.0,0.0,0.29,0.46,18133.64,6,4,4,4
router_dos,0.0401,78.476,31,66352,0.035,0,0.01,161.61,147.94,0.0,7.85,0.0,0.28,0.44,56613.7,6,4,4,4
router_dos,0.0171,0.023,26,18,0.037,0,0.022,82.31,159.89,0.0,0.0,0.0,0.28,0.44,56613.7,6,4,4,4
router_dos,0.0307,80.6455,29,68176,0.04,0,0.014,132.21,147.95,0.0,8.06,0.0,0.29,0.46,60483.28,6,4,4,4
router_dos,0.0155,0.02,23,17,0.034,0,0.005,84.26,147.24,0.0,0.0,0.0,0.29,0.46,60483.28,6,4,4,4
router_dos,0.0223,74.7547,18,63229,0.047,0,0.03,155.28,147.97,0.0,7.48,0.0,0.27,0.44,39722.79,6,4,4,4
router_dos,0.026,0.0351,40,30,0.048,0,0.013,81.55,146.43,0.0,0.0,0.0,0.27,0.44,39722.79,6,4,4,4
router_dos,0.0418,64.0278,34,54590,0.051,0,0.02,154.91,147.93,0.0,6.4,0.0,0.27,0.44,55784.58,6,4,4,4
router_dos,0.034,0.0415,52,38,0.032,0,0.005,81.94,137.03,0.0,0.0,0.0,0.27,0.44,55784.58,6,4,4,4
router_dos,0.0435,88.4763,41,75458,0.041,0,0.009,133.76,147.94,0.0,8.85,0.0,0.29,0.46,60655.79,6,4,4,4
router_dos,0.0109,0.0124,15,11,0.056,0,0.013,90.8,140.91,0.0,0.0,0.0,0.29,0.46,60655.79,6,4,4,4
router_dos,0.0318,78.4184,27,66484,0.043,0,0.018,147.96,147.96,0.0,7.84,0.0,0.27,0.44,56598.74,6,4,4,4
router_dos,0.0202,0.0246,32,24,0.028,0,0.004,79.09,128.46,0.0,0.0,0.0,0.27,0.44,56598.74,6,4,4,4
router_dos,0.0337,79.0937,30,66931,0.043,0,0.016,140.73,147.95,0.0,7.91,0.0,0.28,0.44,56475.29,6,4,4,4
router_dos,0.026,0.0319,40,30,0.034,0,0.012,81.97,134.23,0.0,0.0,0.0,0.28,0.44,56475.29,6,4,4,4
router_dos,0.0357,82.0613,32,69428,0.04,0,0.011,139.72,147.95,0.0,8.21,0.0,0.29,0.46,59390.66,6,4,4,4
router_dos,0.0052,0.0066,8,6,0.035,0,0.016,85.25,144.5,0.0,0.0,0.0,0.29,0.46,59390.66,6,4,4,4
router_dos,0.0365,81.1589,31,68596,0.049,0,0.021,147.13,147.95,0.0,8.12,0.0,0.29,0.46,62019.73,6,4,4,4
router_dos,0.0197,0.0263,30,22,0.042,0,0.009,82.27,149.55,0.0,0.0,0.0,0.29,0.46,62019.73,6,4,4,4
router_dos,0.0368,78.0086,34,66115,0.037,0,0.006,135.88,147.94,0.0,7.8,0.0,0.28,0.45,33904.4,6,4,4,4
router_dos,0.02,0.0249,32,23,0.038,0,0.01,78.47,135.96,0.0,0.0,0.0,0.28,0.45,33904.4,6,4,4,4
router_dos,0.0298,82.7063,24,70264,0.032,0,0.008,156.08,147.96,0.0,8.27,0.0,0.27,0.44,54980.71,6,4,4,4
router_dos,0.0223,0.0283,33,23,0.03,0,0.007,84.85,154.91,0.0,0.0,0.0,0.27,0.44,54980.71,6,4,4,4
router_dos,0.0216,78.7761,19,66622,0.04,0,0.01,142.05,147.97,0.0,7.88,0.0,0.29,0.46,64357.57,6,4,4,4
router_dos,0.0284,0.0361,45,35,0.036,0,0.007,79.18,129.29,0.0,0.0,0.0,0.29,0.46,64357.57,6,4,4,4
router_dos,0.0438,80.3312,37,68047,0.035,0,0.006,148.3,147.94,0.0,8.03,0.0,0.27,0.43,13616.42,6,4,4,4
router_dos,0.0384,0.0477,58,40,0.038,0,0.015,82.84,149.18,0.0,0.0,0.0,0.27,0.43,13616.42,6,4,4,4
router_dos,0.0184,79.7707,15,67499,0.035,0,0.017,153.73,147.98,0.0,7.98,0.0,0.29,0.46,59918.35,6,4,4,4
